"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"44","crocs unisex-adult classic cozzzy fuzzy sandals slide","perfect but","inky","absolutely love this product but it is too wide for me requiring a thick sock to stabilize the foot in the shoe  if i could find a narrow pair i would purchase more",2024-02-04,5,"verified purchase"
"45","crocs unisex-adult classic cozzzy fuzzy sandals slide","comfy and sparkly","dogmom","love them comfy to wear and sparkles to boot",2024-02-18,5,"verified purchase"
"46","crocs unisex-adult classic cozzzy fuzzy sandals slide","recommended","amazonative","nice comfortable combination of slipper and sandal",2024-02-16,5,"verified purchase"
"47","crocs unisex-adult classic cozzzy fuzzy sandals slide","exactos","cristina monge","es exactamente como se ve en la foto muy suaves y confortables ",2024-02-12,4,"verified purchase"
"48","crocs unisex-adult classic cozzzy fuzzy sandals slide","fun crocs","e melton","i like the glitter look of this slipper and the furry insole gives it an added benefit true to size i wear a  and the  fit fine",2024-02-01,5,"verified purchase"
"49","crocs unisex-adult classic cozzzy fuzzy sandals slide","crocs","amazon customer","ive never worn crocs i was worried about the size theyre just right i bought size  i wear  on nikes and  in converse theyre comfy",2024-01-28,5,"verified purchase"
"50","crocs unisex-adult classic cozzzy fuzzy sandals slide","durability and quality of materials","paulette swain","this is my second pair one of them was a gift and they are so comfortable and warm fitting  aso i decided to purchase another one to be used  primarily to wear in my home",2024-01-20,4,"verified purchase"
"51","crocs unisex adult mellow recovery slide","recovery slides","spoony love","these slides are very comfortable i have hard floors and as soon as i come home from work i put these on my joints feel better and i dont hurt as much i would definitely recommend these",2024-01-25,4,"verified purchase"
"52","crocs unisex adult mellow recovery slide","awesome comfort","mark","bought these after seeing them on a friend he recommended them and very satisfied  arrived on time and fit as described",2024-02-02,5,"verified purchase"
"53","crocs unisex adult mellow recovery slide","comfortable but size down","amazon customer","i got these to wear after my marathon they are comfortable but i would suggest sizing down at least for womens i had to return the first pair because they were way too big",2024-01-14,5,"verified purchase"
"54","crocs unisex adult mellow recovery slide","very nice","aixa","too comfort",2024-02-07,4,"verified purchase"
"55","crocs unisex adult mellow recovery slide","very comfortable","keith henry","the sliders are very comfortable when ordering order a smaller size i wear a size  i end up ordering a size ",2024-01-21,5,"verified purchase"
"56","crocs unisex adult mellow recovery slide","great comfort and style","keith henry","the comfort of these crocs is simply amazing i ise these after work around the house and on my days off because i work at a job that is very stressful on my feet and they deserve good comfort on my time off i have recommended these to my friends and they love them too",2024-01-03,5,"verified purchase"
"57","crocs unisex adult mellow recovery slide","comfy","esequiel lopez","feels like youre walking on a cloud",2024-01-27,5,"verified purchase"
"58","crocs unisex adult mellow recovery slide","these are the crocs you want","kylee dubois","i had some knockoff crocs a while back that were way more comfortable than my  lite rides and was thinking oh man has crocs been overtaken by knockoffs but then we got these and oh man these are the most comfortable shoes youll wear amazing support you could walk on them all day i liked them so much i got  pairs one for my husband one for my brother one for indoors and one for outdoors",2023-12-18,5,"verified purchase"
"59","crocs unisex adult mellow recovery slide","very comfortable","julia liu","i needed sandals for my arthritic feet  however as with all sandals at least for me the toe box is not long enough  so my big toes hang over the edge by about an inch  these are the most comfortable crocs ive worn  my feet feel great in them  toe box needs to be another inch longer",2023-12-04,5,"verified purchase"
"60","crocs unisex adult mellow recovery slide","nice product","br","very nice looking",2024-01-26,5,"verified purchase"
"61","crocs unisex adult mellow recovery slide","comfortable","amazon customer","generally true to size  maybe a half size big",2024-01-22,4,"verified purchase"
"62","crocs unisex adult mellow recovery slide","like walking on clouds","reem","fianc loves it and so comfortable get it without thinking",2024-01-20,5,"verified purchase"
"63","crocs unisex adult mellow recovery slide","super comfortable","deborah n","i bought a white pair and pink they are both really comfortable and cute super easy to clean too",2024-01-13,5,"verified purchase"
"64","crocs unisex adult mellow recovery slide","lightweight","mrsu","definitely worth every cent i recommend love it",2024-01-16,5,"verified purchase"
"65","crocs unisex adult mellow recovery slide","love crocs","amazon customer","very comfortable",2024-01-21,5,"verified purchase"
"66","crocs unisex adult mellow recovery slide","wide feet dont size down","b","i followed the suggestion to size down and got  size down from my regular but i have wide feet and they were a bit tight the length was right but they are tight enough to be annoying i think crocs will stretch and form to my feet a bit plus they are sold out of my size otherwise i would exchange for my regular sizethis was my concern as is always with all shoes lol but seeing several reviews say they even went down  sizes plus crocs design i thought it was going to be spot on a bit sad but i want to keep these sandals because they are otherwise comfy and cool as helledit ive worn them a couple weeks now and they are straining my big toe but im hoping that is the size being too small my regular size is in stock and im hoping the fit is perfect as of now they are too tight for my foot to stay in the right place so walking outside is uncomfortable they do squeak a lot and make my feet sweaty but i do prefer wearing socks most of the time anyway but the size down has really caused problems",2023-07-25,5,"verified purchase"
"67","crocs unisex adult mellow recovery slide","confort","diana de la torre","i like them very much  they are comfortable",2024-01-16,4,"verified purchase"
"68","crocs unisex adult mellow recovery slide","excellent","yami","crocs never disappoint",2024-01-21,5,"verified purchase"
"69","crocs unisex adult mellow recovery slide","liked the look and feel","rwneyes","they very comfortable im happy with my purchase",2024-01-16,5,"verified purchase"
"70","crocs unisex adult mellow recovery slide","great but not for high arch","bigonfitness","great quality  better than  lineup of crocs  however if you have high foot arch like i do this model wont work i would love to try mellow flip flops to get around this issue but flip flops are more than double in price so i guess i would have to wait",2024-01-12,5,"verified purchase"
"71","crocs unisex adult mellow recovery slide","slides","donnye clinkscales","comfortable",2024-01-21,4,"verified purchase"
"72","crocs unisex adult mellow recovery slide","perfect college student gift","donnye clinkscales","these were a christmas gift for my grandson they were exactly what he wanted and in a size large enough for him hes away to college and these are perfect for him",2023-12-31,5,"verified purchase"
"73","crocs unisex adult mellow recovery slide","super comfortable","sschamber","they are so lightweight and comfortable the color is just as pictured",2024-01-07,5,"verified purchase"
"74","crocs unisex adult mellow recovery slide","comfort and value awesome size down but","cristina","so the comfort and value on these are awesome feels good to walk in for your daily home movement nothing like exercise i was told you need to size down since they run big got a  i wear  and i feel like certain aspects are not like a normal fit toes and top of foot fit good but the heel seems very crammed narrow i am guessing because it is built as a size  i also noticed the slipper wants to slip out when doing extended walking of course that is my experiencei do wear a size could use a size  in some fits my foot is not exactly narrow but not wide anyways hopes this helps with your decision to purchase these",2023-09-21,5,"verified purchase"
"75","crocs unisex adult mellow recovery slide","runs huge photo included","marcelo pereyra","these arent bad looking but they do run pretty giant these are wm and i wear a ",2023-12-09,5,"verified purchase"
"76","crocs unisex adult mellow recovery slide","very comfortable","rubymemphis","these are quiet comfy and stylish",2024-01-14,4,"verified purchase"
"77","crocs unisex adult mellow recovery slide","runs big runs big","rubymemphis","why would i give it  stars if they run big because the description of the shoe even tells you they run big and to size down did i notice or pay attention nooooo learn from my mistake orting your normal size will result in a giant shoe size down one i normally wear a  had to get a  all that said comfy smooshy relaxing shoe the outsized sole is a little awkward until you get used to it but the arch is great i purchased the pink clay i will say it is an odd color but very neutral it is not a bright pink and really does look the same color as a pink clay face mask",2023-11-15,4,"verified purchase"
"78","crocs unisex adult mellow recovery slide","squishier selfcare sole stylish","swathi singh","the sole has less support than the classic comfort line but not completely without support they are as advertised best as post workout shoes ill keep looking for an everyday shoe but these are amazing after long hours in work boots look greatsize sized down w to w i wish they had half sizes as band stretches with usefit nothing digs cuts or rubs badly band hits top of foot just right toes framed well im a narrow foot and wish it was a bit tighter but it isnt falling off by any meansstyle lovely and nonchalant vibes dress up or down easily color is great pigmented but neutral enough to be versatileseriously i love thesetypically wear  narrow foot high arch",2023-11-02,4,"verified purchase"
"79","crocs unisex adult mellow recovery slide","comfortable","erin price","comfortable",2023-12-08,5,"verified purchase"
"80","crocs unisex adult mellow recovery slide","so comfy","ryan johnson","at first i thought these were ugly but they have really grown on me so comfy i dont wear them in public much but wear them constantly around the house you need these",2023-11-11,5,"verified purchase"
"81","crocs unisex adult mellow recovery slide","will buy more","john allie","these are awesome  much needed for back pain and overall comfortthey fit to size  i have sweaty feet dont slip at all",2023-12-23,4,"verified purchase"
"82","crocs unisex adult mellow recovery slide","quick delivery","cy rox","great slides good comfort",2024-01-08,5,"verified purchase"
"83","crocs unisex adult mellow recovery slide","so cushy and comfortable","baker","these have been great for comfort around the house and helping with pain i was having in my forefoot and ball of my foot i read they ran large so i normally wear a  or  and ordered and  and feel they fit greati did order  other pairs and this bone color is the widest fitting one which i prefer the other  are cushy but feel more narrow if i could guarantee they all fit this wide and nice i would probably have more colors",2023-11-27,5,"verified purchase"
"84","crocs unisex adult mellow recovery slide","these sandals are very comfortable you feel like wearing them everywhere you go","baker","i want to buy more of them for my family and friends",2023-12-26,5,"verified purchase"
"85","crocs unisex adult mellow recovery slide","comfy wish there was more arch support","joe fig","i love my croc flip flops and wanted something to wear with socks around the house  was looking for more arch support comfy will keep",2023-10-21,5,"verified purchase"
"86","crocs unisex adult mellow recovery slide","if not perfect give it time","nana t","the soles of these really are more comfortable than traditional crocs which are already comfy these definitely feel like an end of the day slide the top is pretty large and thick so it takes a bit of time for it to conform to your feet but it is starting to shape nicely a benefit of the width of the top is that it does provide great support i would absolutely love in these if the top sat back from the toes just a bit more to allow additional wiggle room as i said they do break in i would just really like that area to not taper so much",2023-08-04,5,"verified purchase"
"87","crocs unisex adult mellow recovery slide",NA,"j of at","cmcm",2023-10-30,4,"verified purchase"
"88","crocs unisex adult mellow recovery slide","ok but not for me","seba","the soles on these are very comfortable and the shoes are very lightweight sizing is okayaccuratebut the upper band or whatever you call the part that goes over the sides and top of your foot is too thick too wide too hot literally made my feet sweat alot which then makes you foot slide around in the shoe if they ever come up with a thongflipflop style i would try them but for now ill have stick with my more expensive oofos",2024-01-13,4,"verified purchase"
"89","crocs unisex adult mellow recovery slide","size down for a good fit","j","i wear size  but there was a little too much toe space for me so i recommend to size down to get the right fit these are not like the yeezy slides theyre actually a little more comfortable and a little more affordable",2023-09-30,4,"verified purchase"
"90","crocs unisex adult mellow recovery slide","they were on time","thach phuong","they were perfect",2023-12-23,3,"verified purchase"
"91","crocs unisex adult mellow recovery slide","ah comfort","sharper","im in love and theyre washable",2023-12-24,4,"verified purchase"
"92","crocs unisex adult mellow recovery slide","very very comfortable","brian","super comfortable  the mellow clogs are great also",2023-12-20,5,"verified purchase"
"93","crocs unisex adult mellow recovery slide","very comfy","matthew silva","loved it",2023-12-24,5,"verified purchase"
"94","crocs unisex adult mellow recovery slide","comfy","km","first off these are quite comfortable which i expected since theyre crocs  second the blue color actually looks better in person  however the sizing isnt working  i tried a  because the  was too long although the width was good  but when i sized down to  they were just too short and too tight  for reference i wear  shoe and normally wear  or  in crocs depending on the style",2023-08-11,5,"verified purchase"
"95","crocs unisex adult mellow recovery slide","run big","michael mooney","great design very comfortable extremely functional get a size smaller than normal shoe size still roomy",2023-12-18,4,"verified purchase"
"96","crocs unisex adult mellow recovery slide","comfy","xo pamela","medium width with great color i prefer wide so i gifted them",2023-10-11,5,"verified purchase"
"97","crocs unisex adult mellow recovery slide","very comfortable but does not run large like amazon indicates","cj","i like these slides normally i dont like crocs for anything but early morning dog walking but these are more supportive and comfortable i wear a  in adidas womens an  in nike basketball shoes  in doc martins my classic crocs are a  and i ordered a  in these theyre tight not uncomfortably tight but they dont fit loose or sloppy my heels are at the back of the footbed and my toes cant go much farther",2023-07-26,4,"verified purchase"
"98","crocs unisex adult mellow recovery slide","comfy","cj","great fit and comfortable",2023-12-18,4,"verified purchase"
"99","crocs unisex adult mellow recovery slide","very comfy for a good price","brandy","i really like them they are really comfortable and cushioned for max comfort i also like the simple design of the shoe not anything fancy",2023-12-03,4,"verified purchase"
"100","crocs unisex adult mellow recovery slide","size down maybe  sizes","blackpoiint","these are great slides except for the sizing runs very large i should have read the reviews before ordering they were spot on i am normally a size  in men and decided to order a size  since they do not offer half sizes they were very big so i exchanged for a size  and even that was still too big finally exchanged for a size  and that fit perfect consider sizing down  sizes",2023-07-09,5,"verified purchase"
"101","crocs unisex adults bayaband slide","super cmodos feliz con la compra","leslie valencia","el paquete llego ms rapido de lo esperado mi esposo esta ms que feliz con sus estos crocs comodidad y buen precio",2023-06-05,4,"verified purchase"
"102","crocs unisex adults bayaband slide","muy cmodas sandalias","ricardo ramrez lpez","son muy cmodas y no se resbalan",2022-09-18,5,"verified purchase"
"103","crocs unisex adults bayaband slide","buena compra","ana sil","excelente",2023-07-16,5,"verified purchase"
"104","crocs unisex adults bayaband slide","crocs","leptonkrates","sie waren fr meine frau sie passen in der angegebenen grsse fr den prei ist alles super",2023-04-23,5,"verified purchase"
"105","crocs unisex adults bayaband slide","simplemente magnficas","mauricio javier martinez gonzalez","estn muy bonitas cmodas y prcticas el diseo y la calidad de los materiales excelente crocs es garanta de calidad en todos los aspectos las recomiendo ampliamente",2023-08-12,5,"verified purchase"
"106","crocs unisex adults bayaband slide","crocs delighted us","ankit goel","superb quality water resistant comfortable slide got it in very low pricethanks amazon ",2023-08-14,5,"verified purchase"
"107","crocs unisex adults bayaband slide","crocs","joy tadlas","like it",2020-01-04,5,"verified purchase"
"108","crocs unisex adults bayaband slide","son cmodas","ricardo daniel herrera coronado","son buenas cmodas solo que ped la talla  a  y me quedo justo y eso que soy talla  mx pens devolverlo pero las puedo usar as as que me las quede",2023-08-18,5,"verified purchase"
"109","crocs unisex adults bayaband slide","cmodas","jose","buen material  cmodas",2023-03-09,5,"verified purchase"
"110","crocs unisex adults bayaband slide","that is not my size i want to return it back","prashanth kumar","that is not my size",2020-06-10,5,"verified purchase"
"111","crocs unisex adults bayaband slide","great deal","rahul sapparapu","i got it in a limited deal and its a steal for the price they are very durable and comfy to use the fit is as expected i would definitely recommend to buy it",2023-12-12,4,"verified purchase"
"112","crocs unisex adults bayaband slide","sehr bequem aber zu gro","benny","sehr bequemer badeschlappen und ideal fr saunaschwimmbad und wer mchte die straeging zurck und wurde  nummer kleiner bestellt",2023-12-02,5,"verified purchase"
"113","crocs unisex adults bayaband slide","amazing","praise","fits perfectly and the comfort is great anyways its crocs",2021-12-07,5,"verified purchase"
"114","crocs unisex adults bayaband slide","very good","om prakash singh","purchased it at  rslight in weight",2023-08-26,5,"verified purchase"
"115","crocs unisex adults bayaband slide","muy comodas","germn","quedan a la medida y son muy cmodas las recomiendo",2023-04-25,5,"verified purchase"
"116","crocs unisex adults bayaband slide","aceptable","marco","un poco resbalosos",2019-12-05,5,"verified purchase"
"117","crocs unisex adults bayaband slide","estn sper cmodas","luis a","la verdad son mucho ms de lo que esperaba son muy cmodas y estn sper ergonmicas ya estoy pensando en comprar otras para tener de repuesto",2023-08-06,4,"verified purchase"
"118","crocs unisex adults bayaband slide","sooooo comfy","xin","great product",2019-07-26,5,"verified purchase"
"119","crocs unisex adults bayaband slide","badeschuhe","steffen wobst","sehr schner schuhpasst sehr gut und lsst sich gut tragenetwas teurer aber gutnur wenn die schuhe nass sind rutscht man etwas innen mit den fenhoffe es gibt sich noch",2024-02-08,5,"verified purchase"
"120","crocs unisex adults bayaband slide","mejor de lo que esperaba","csar fonseca","me gust mucho sin queja es lo que esperaba y ms cmodas a buen precio",2023-08-26,5,"verified purchase"
"121","crocs unisex adults bayaband slide","quality and comfoy","seddigheh moghadam","quality comfort and style",2023-11-05,4,"verified purchase"
"122","crocs unisex adults bayaband slide","buena calidad","victor vazquez","muy comodo aunque el tamao viene un poco mas grande que el seleccionado",2023-05-03,5,"verified purchase"
"123","crocs unisex adults bayaband slide","bon produit","maxime l","jutilise ces crocs  titre de pantoufleil sagit dun bon produit et confortableidentique  la photo et la grandeur est tel que dcrite",2019-05-16,5,"verified purchase"
"124","crocs unisex adults bayaband slide","buena compra","roberto carlos menchaca cardenas","siendo mi talla no mequedaron as que decid regalarlas porque son muy cmodas ",2023-06-26,5,"verified purchase"
"125","crocs unisex adults bayaband slide","buenas pero","dulce vagassi","ests chanclas tienen muchas cosas buenas son ligeras y  se mantienen frescas si vives en zonas calurosas no se ponen calientes tienen un muy buen antiderrapante y por el color no se ensucian tan rpidola cisa negativa suenan si tienes los pies hmedos o sudados cosa que no suele pasar con otras chanclasen general es un buen producto tienen un buen soporteotra cosa yo compr el modelo  que te sugiere amazon pero esa medida queda exacta a un nmero  mexicano no creo que ajuste bien a un ",2023-05-11,5,"verified purchase"
"126","crocs unisex adults bayaband slide","calidad y tiempo de entrega","dulce vagassi","me encaro",2020-05-20,4,"verified purchase"
"127","crocs unisex adults bayaband slide","excelente","mariestela ramrez","excelente gracias",2023-06-25,4,"verified purchase"
